track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Feel (feat. Sena Sener) - Radio Edit,56,172558,0,0.731,0.756,1,-4.937,0,0.0436,0.038,0.162,0.157,0.723,121.004,4,deep-house
Tema de Digimon 2 Impacto Rojo,40,271973,0,0.548,0.622,0,-13.487,1,0.0983,0.0193,2.66e-06,0.344,0.557,160.278,4,latino
Cranes,35,216596,0,0.631,0.741,8,-9.652,1,0.0354,0.0168,0.822,0.236,0.192,123.016,4,techno
浪漫九龍塘,38,126734,0,0.732,0.385,0,-10.193,1,0.0544,0.325,2.56e-05,0.0751,0.915,121.925,4,cantopop
Tira Ela de Mim,44,115516,0,0.629,0.67,0,-8.046,0,0.0345,0.421,1.48e-05,0.0996,0.783,160.009,4,samba
Alô Madureira,36,130306,0,0.675,0.606,5,-12.11,1,0.133,0.288,0.0,0.131,0.812,99.924,4,samba
"Hotel California - Live On MTV, 1994",65,432040,0,0.55,0.49,2,-10.732,1,0.0572,0.368,9.96e-05,0.917,0.609,74.656,4,folk
Give It To Me Baby,65,248133,0,0.706,0.727,11,-8.714,1,0.0456,0.114,7.7e-05,0.174,0.965,119.55,4,disco
Tomando por Tí,38,294923,0,0.595,0.733,11,-3.216,1,0.0864,0.487,0.0,0.0766,0.744,127.029,3,guitar
Butterfly,73,216733,0,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,4,metal
Wenn Gott so will,24,209520,0,0.632,0.938,11,-3.897,1,0.0389,0.0158,0.0,0.428,0.611,127.961,4,party
Red Hills of Lardossa,7,316974,0,0.695,0.837,10,-10.703,1,0.0482,0.00623,0.151,0.12,0.206,139.433,4,detroit-techno
Possession,20,242055,0,0.283,0.873,6,-7.383,1,0.103,0.000396,0.663,0.151,0.256,129.905,3,black-metal
Ivory Hymn,23,385306,0,0.437,0.0556,4,-21.397,1,0.0724,0.992,0.945,0.0863,0.167,130.938,3,new-age
Black No. 1 (Little Miss Scare -All),60,675653,1,0.348,0.7,4,-8.885,1,0.0611,0.0397,0.00228,0.106,0.416,93.614,4,goth
Ayala (Outro),62,99706,1,0.57,0.285,9,-14.125,0,0.0381,0.737,0.0133,0.108,0.0973,83.485,4,emo
Na Hora H / Pra Não Pensar em Você (Ao Vivo),48,286229,0,0.533,0.596,7,-4.88,1,0.0275,0.684,0.0,0.573,0.372,142.476,4,sertanejo
"Shayad (Film Version) - From ""Love Aaj Kal""",43,245732,0,0.345,0.508,8,-7.595,1,0.0358,0.912,0.00138,0.101,0.287,135.21,4,indian
Joy of Little Things,53,239666,0,0.509,0.611,9,-5.786,1,0.0334,0.185,0.0,0.116,0.208,100.155,4,indian
Tausendfrankenlang - Live,38,285216,0,0.345,0.786,0,-7.922,1,0.0957,0.145,0.000618,0.914,0.425,135.765,4,german
Todos Os Meus Dias - Ao Vivo,53,204700,0,0.509,0.656,6,-7.574,1,0.0327,0.0315,2.12e-06,0.102,0.409,138.057,4,brazil
You Make It Worse,47,181178,1,0.808,0.462,0,-11.588,1,0.0622,0.444,0.0,0.111,0.393,105.042,4,sad
Last Thing I'll Ever Need,43,265420,0,0.446,0.306,4,-7.734,1,0.0364,0.732,0.0,0.0725,0.272,121.583,4,show-tunes
You Ain't Seen Nothing Yet,72,234866,0,0.475,0.439,11,-15.039,0,0.0427,0.000146,0.000277,0.223,0.76,118.392,4,blues
Sun Doesn't Rise,61,193813,0,0.376,0.988,5,-2.375,1,0.216,8.82e-05,6.36e-05,0.346,0.507,192.153,4,groove
Vicious Circle,25,256920,0,0.605,0.987,1,-2.413,0,0.258,0.39,0.00132,0.117,0.111,142.838,4,industrial
Insomnia,40,281052,1,0.455,0.509,10,-10.034,0,0.0282,0.375,3.83e-05,0.128,0.21,76.015,4,industrial
Clean White Noise - Loopable With No Fade - Baby Sleep,31,86373,0,0.0,0.00224,10,-40.606,1,0.0,0.971,0.717,0.105,0.0,0.0,0,sleep
Sehnsucht (Das Lied der Taiga-Grustij-Toska),11,230920,0,0.259,0.366,2,-8.96,1,0.0325,0.962,0.14,0.35,0.247,81.823,3,romance
Pérola Negra - Ao Vivo,42,300973,0,0.76,0.48,11,-8.562,1,0.0655,0.548,0.00139,0.971,0.438,120.124,4,samba
"Katjuscha, Katjuscha !",29,134706,0,0.465,0.556,10,-10.174,1,0.0595,0.936,0.0012,0.372,0.842,114.565,3,romance
Deirdres samba,38,181800,0,0.624,0.296,0,-17.159,1,0.0585,0.93,0.108,0.128,0.854,100.481,4,jazz
Ein Sof,42,238344,0,0.492,0.884,1,-5.529,0,0.0308,0.00462,0.774,0.193,0.161,144.998,4,dubstep
Waterloo Sunset - Mono Version,38,196820,0,0.579,0.55,1,-9.413,0,0.0272,0.0955,0.0,0.278,0.474,107.557,4,psych-rock
Found In You,17,315196,0,0.428,0.718,10,-7.456,0,0.0488,0.0272,0.00422,0.0871,0.135,174.984,4,drum-and-bass
Over My Head (Cable Car),70,236266,0,0.592,0.729,8,-4.156,1,0.0448,0.022,0.0,0.0653,0.709,116.03,4,piano
BIRTHDAY,9,116453,0,0.856,0.386,1,-10.298,1,0.564,0.154,2.84e-06,0.0997,0.344,132.07,4,kids
Oh Lord,21,160493,1,0.705,0.485,0,-10.997,1,0.903,0.815,0.0,0.892,0.545,110.157,3,comedy
Excoriating Abdominal Emanation,21,271693,1,0.24,0.841,6,-11.59,1,0.0843,7.52e-06,0.874,0.225,0.219,97.664,5,death-metal
Dying in Your Arms,53,173160,0,0.446,0.933,9,-3.605,0,0.0537,2.55e-05,9.67e-05,0.085,0.753,159.961,4,metalcore
Carver,26,192026,0,0.146,0.922,4,-4.529,1,0.0466,0.0257,3.86e-05,0.122,0.54,201.212,4,garage
Tu Aisa Kaise Hai,45,217301,0,0.696,0.335,2,-10.913,1,0.0305,0.894,0.000372,0.0822,0.455,111.983,4,singer-songwriter
Magdalena,23,205533,0,0.525,0.64,0,-7.929,1,0.0477,0.301,0.0,0.129,0.765,122.756,4,trip-hop
サンフラワー,30,254506,0,0.664,0.871,1,-3.189,0,0.0362,0.056,0.0,0.0677,0.601,119.996,4,j-idol
Merhamet,41,140727,1,0.719,0.949,1,-4.882,0,0.0752,0.645,0.0,0.0921,0.915,140.074,4,turkish
Vanished,69,242960,0,0.713,0.868,0,-6.644,0,0.0305,0.00206,9.23e-05,0.225,0.641,119.98,4,hardcore
Break You Down,10,303272,1,0.815,0.84,4,-4.86,0,0.0367,0.211,7.88e-05,0.0517,0.967,110.005,4,breakbeat
Closer I Get to You,27,206693,0,0.837,0.317,10,-13.684,1,0.0846,0.1,0.0,0.0669,0.794,139.416,4,dub
Cuando Te Vayas,39,291160,0,0.508,0.747,9,-10.249,0,0.0469,0.0112,0.000339,0.0954,0.439,144.575,4,hard-rock
God Put A Smile Upon Your Face,29,169224,0,0.545,0.264,9,-14.835,1,0.0293,0.933,0.908,0.129,0.0947,126.105,4,children
The Joker,74,264503,0,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,4,hard-rock
Koushalyecha Ram Bai,34,329456,0,0.441,0.499,7,-6.558,1,0.0378,0.97,0.00151,0.447,0.514,128.364,4,classical
Feelin' Good,55,132000,0,0.674,0.292,5,-13.884,0,0.0833,0.857,0.927,0.108,0.581,80.002,4,jazz
Rock Steady,24,260000,1,0.771,0.744,0,-11.456,1,0.108,0.0224,1.12e-05,0.474,0.591,89.994,4,breakbeat
If You Love Me (Really Love Me),54,160066,0,0.417,0.377,3,-8.726,1,0.0281,0.63,0.000202,0.108,0.383,97.854,3,rockabilly
星秀傳說,19,177480,0,0.525,0.954,11,-5.411,0,0.0968,0.0364,0.0,0.17,0.502,147.518,4,cantopop
The Most Beautiful Girl,60,161906,0,0.576,0.318,7,-14.366,1,0.0286,0.661,7.47e-06,0.167,0.41,103.493,4,rock-n-roll
Do I Have To Say The Words?,59,371200,0,0.503,0.595,7,-9.383,1,0.0294,0.0895,2.49e-06,0.148,0.457,128.099,4,singer-songwriter
Haven (from Life Is Strange),67,172500,0,0.556,0.261,4,-11.668,1,0.0289,0.797,0.016,0.0893,0.219,110.841,4,folk
Natural Born Killer,61,196135,0,0.202,0.742,0,-5.29,1,0.124,0.00169,0.000483,0.128,0.155,194.876,3,grunge
深夜高速 - ちゅうおん2021 Live ver.,21,111826,0,0.648,0.851,6,-4.812,1,0.0303,0.00304,0.0,0.57,0.652,94.039,4,j-idol
Therapy,22,356564,0,0.345,0.952,2,-4.061,1,0.0777,0.00941,0.896,0.116,0.0925,175.007,4,drum-and-bass
Crazy for You,28,151853,0,0.317,0.823,7,-5.224,0,0.0473,0.0666,0.0,0.131,0.77,172.732,4,rockabilly
Minha Menina,37,278466,0,0.439,0.803,2,-5.073,1,0.0414,0.000445,0.0,0.0556,0.543,150.061,4,gospel
Cooler Than Me - Single Mix,76,213293,0,0.768,0.82,7,-4.63,0,0.0474,0.179,0.0,0.689,0.625,129.965,4,edm
Power,18,212190,0,0.598,0.976,2,-2.342,0,0.0748,0.00373,0.000964,0.145,0.549,173.928,4,drum-and-bass
Nostalgia - Live,33,337933,0,0.149,0.411,11,-10.457,0,0.0349,0.864,0.0793,0.709,0.0783,181.231,5,new-age
Lady Demeter,30,146320,0,0.746,0.83,0,-5.709,1,0.0415,0.578,0.0015,0.333,0.971,89.974,4,ska
Pretty On The Outside,48,235626,0,0.449,0.939,4,-3.524,0,0.0778,2.91e-05,7.78e-05,0.625,0.19,101.671,3,metalcore
Приходите в мой дом,6,222281,0,0.667,0.742,2,-5.877,0,0.0455,0.212,2.18e-05,0.577,0.628,80.002,4,romance
buzzkill,67,140111,1,0.638,0.755,8,-5.614,0,0.0682,0.362,3.09e-06,0.329,0.739,169.953,4,soul
PILLOWTALK,78,202746,1,0.584,0.7,11,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,124.944,4,dance
Ketuvim,42,308000,0,0.79,0.57,5,-9.978,1,0.0594,0.117,0.848,0.119,0.716,123.993,4,minimal-techno
Demonstrate,56,129517,1,0.586,0.786,10,-4.892,1,0.0686,0.0177,0.0,0.233,0.463,82.557,4,sad
Colourway,60,228164,0,0.261,0.371,3,-10.112,1,0.0313,0.96,0.856,0.109,0.149,158.924,4,ambient
Into The Sunlight,26,128880,0,0.13,0.058,5,-20.752,1,0.0344,0.83,0.348,0.524,0.0789,95.443,4,show-tunes
Ovals,10,183169,0,0.423,0.206,2,-23.209,0,0.0345,0.936,0.947,0.1,0.0369,95.805,3,idm
The Two Things to Hate About Los Angeles,20,207708,0,0.582,0.666,6,-10.433,0,0.935,0.789,0.0,0.63,0.504,77.767,4,comedy
Catharsis,53,245613,0,0.715,0.218,0,-17.547,0,0.0396,0.709,0.925,0.082,0.0802,109.992,4,chill
The Diary Of Jane,59,200213,0,0.39,0.958,10,-4.455,0,0.0622,5.67e-05,0.0437,0.121,0.348,167.045,4,grunge
Man in the Box,75,285200,1,0.355,0.791,8,-7.565,1,0.0453,0.00045,0.0,0.0969,0.758,106.392,4,grunge
好可惜,23,315681,0,0.465,0.478,10,-6.593,1,0.0259,0.472,0.0,0.0811,0.287,135.889,4,mandopop
So Are We,48,252640,0,0.496,0.11,1,-15.584,1,0.042,0.911,1.44e-05,0.0829,0.235,145.277,4,acoustic
Que Alguien Me Diga - En Vivo desde Puerto Rico,28,245720,0,0.458,0.574,10,-9.46,1,0.0515,0.404,0.0,0.392,0.374,85.165,3,salsa
Les dinosaures,33,92573,0,0.707,0.59,4,-11.312,0,0.312,0.778,0.0,0.132,0.841,185.773,3,children
Tô Colocando - Ao Vivo,44,177412,0,0.829,0.885,7,-2.469,1,0.093,0.803,9.87e-06,0.472,0.568,115.071,4,funk
Shot in the Head,20,90840,0,0.168,0.968,1,-4.458,0,0.0732,0.000117,0.116,0.405,0.131,80.553,4,grindcore
Pretty Peggy,49,229000,0,0.425,0.818,0,-4.694,1,0.0299,0.00804,0.000207,0.267,0.668,171.964,4,psych-rock
I Love My Life,49,210412,0,0.818,0.693,7,-5.631,1,0.133,0.158,0.0,0.124,0.554,100.011,4,j-dance
I Just Called To Say I Love You,54,189646,0,0.746,0.257,0,-9.878,1,0.0312,0.772,0.0,0.107,0.348,132.032,4,acoustic
FUSHIGI,49,290000,0,0.753,0.574,3,-4.57,1,0.0483,0.0512,3.71e-06,0.141,0.527,89.024,4,acoustic
I Feel Fine - Remastered 2015,62,139346,0,0.564,0.827,7,-7.089,1,0.0283,0.0904,3.73e-06,0.127,0.912,89.847,4,psych-rock
如果能幸福 - HBO Asia原創影集《戒指流浪記》片尾曲,55,259588,0,0.48,0.358,0,-9.565,1,0.0282,0.622,2.12e-05,0.107,0.142,149.945,4,mandopop
Rather Be (feat. Jess Glynne),72,227833,0,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,4,funk
Atrapasueños,33,202893,0,0.418,0.973,10,-3.274,0,0.108,0.00103,0.0,0.12,0.35,151.943,4,heavy-metal
Чёрный ворон,11,289786,0,0.356,0.129,3,-14.412,1,0.0317,0.948,0.000826,0.108,0.22,97.427,4,romance
Pródigo,43,320602,0,0.545,0.613,6,-8.874,1,0.0273,0.111,5.53e-06,0.0943,0.16,83.17,4,brazil
When I'm Gone,70,260333,0,0.53,0.768,7,-5.611,1,0.0284,0.00385,0.0,0.103,0.374,148.095,4,metal
You Got It,69,210266,0,0.649,0.618,9,-10.728,1,0.0265,0.596,1.46e-06,0.192,0.667,114.688,4,rockabilly
→,19,282893,0,0.522,0.805,9,-5.427,1,0.0436,0.00608,0.0,0.265,0.616,176.127,4,j-idol
Vereda,43,242582,0,0.673,0.813,9,-7.049,1,0.0558,0.197,0.0,0.344,0.61,137.024,4,ska
ON GOD,47,195056,1,0.64,0.542,5,-10.288,0,0.508,0.603,0.0,0.137,0.578,123.222,5,dancehall
白銀,46,264666,0,0.485,0.888,11,-3.326,1,0.0489,0.00277,1.16e-06,0.373,0.282,142.983,4,anime
Big City Nights (2015 - Remaster),25,249146,0,0.499,0.936,9,-3.031,0,0.069,0.000636,0.0025,0.0658,0.662,137.627,4,hard-rock
Go Wild,60,160090,1,0.855,0.566,1,-9.905,1,0.239,0.111,0.0,0.0868,0.83,119.972,4,sad
Crypt,23,321430,0,0.349,0.925,2,-5.776,1,0.124,0.00169,0.000106,0.286,0.102,104.963,4,goth
Ezhuvilakkin Naduvil,31,290706,0,0.498,0.516,7,-5.75,0,0.0251,0.365,1.63e-06,0.389,0.411,80.974,4,malay
Phantom Lurks,5,72533,0,0.715,0.646,6,-14.831,0,0.0509,0.0393,0.0345,0.139,0.758,130.563,4,detroit-techno
One Robot To Another,13,137066,0,0.443,0.98,10,-4.451,0,0.169,5.9e-05,0.00645,0.357,0.399,100.317,1,grindcore
X Gon' Give It To Ya,55,217586,1,0.761,0.899,10,-3.09,0,0.183,0.0137,0.0,0.0719,0.673,95.021,4,hardcore
Free Your Body,54,269400,0,0.854,0.922,9,-7.037,1,0.071,0.0152,0.0295,0.0708,0.821,124.995,4,groove
The Way That I Love You - single version,56,159761,0,0.508,0.323,1,-13.239,1,0.0347,0.714,1.93e-05,0.118,0.472,120.861,4,folk
Subjected to a Beating,46,293386,0,0.231,0.983,8,-5.199,1,0.0977,0.000254,0.059,0.506,0.336,161.044,4,death-metal
sTraNgeRs,75,195747,1,0.346,0.939,5,-3.061,1,0.182,0.000231,0.0,0.433,0.526,183.147,3,metal
The Motto - Robin Schulz Remix,59,157426,0,0.551,0.889,7,-6.109,0,0.0415,0.00323,0.651,0.447,0.157,126.007,4,edm
Eu Quero Minha Bênção (Ao Vivo),37,324104,0,0.494,0.481,3,-8.709,1,0.0397,0.227,1.56e-05,0.0991,0.174,146.155,4,gospel
"Inthandham (From ""Sita Ramam (Telugu)"")",73,218808,0,0.652,0.37,4,-9.922,1,0.0604,0.661,0.0,0.109,0.662,99.894,4,pop
Year 4,22,192773,0,0.827,0.796,11,-6.219,1,0.334,0.18,0.0,0.317,0.914,97.607,4,j-dance
Mágoas de Caboclo,38,193693,0,0.378,0.422,0,-11.382,0,0.0289,0.733,4.6e-06,0.625,0.389,93.286,4,samba
BANG BANG BANG,68,220177,0,0.69,0.843,1,-2.949,1,0.0534,0.0167,0.0,0.346,0.428,135.01,4,k-pop
Me Muero,44,173320,0,0.682,0.757,6,-5.258,0,0.0416,0.0452,0.0,0.145,0.928,80.044,4,reggae
Stay - Original Mix,16,362135,0,0.554,0.927,7,-2.815,1,0.0805,0.00177,0.0241,0.0598,0.145,174.973,4,happy
Honkai World Diva - Movie Ver.,51,189000,0,0.384,0.642,1,-5.686,0,0.109,0.144,0.0071,0.116,0.267,159.904,4,anime
Drown,40,258678,0,0.368,0.754,1,-5.185,1,0.0502,0.00928,0.0,0.256,0.281,169.881,4,dubstep
祝君好,49,255000,0,0.379,0.514,11,-6.808,1,0.0334,0.429,3.15e-05,0.232,0.139,134.732,4,cantopop
Nada Mais - Ao Vivo,43,258871,0,0.447,0.502,2,-8.603,1,0.043,0.376,5.16e-06,0.965,0.196,155.828,4,pagode
O Telefone Tocou - Bônus,38,186106,0,0.702,0.605,9,-10.267,1,0.0523,0.526,0.0,0.178,0.592,140.003,4,forro
White Noise: Showers,35,224954,0,0.167,0.76,10,-16.441,0,0.0875,0.843,0.998,0.199,1e-05,118.686,5,sleep
Losar,61,221061,0,0.305,0.0384,5,-28.605,0,0.0301,0.961,0.902,0.0886,0.0856,81.917,3,ambient
Hiding In Your Love (feat. Coco Street) - TP's Deep Dancin Dub Mix,6,390720,0,0.759,0.64,6,-6.681,0,0.0444,0.0039,0.636,0.0547,0.872,122.004,4,detroit-techno
I Giorni,52,359213,0,0.258,0.082,2,-25.537,1,0.0526,0.988,0.915,0.107,0.0788,142.581,3,ambient
Know Who You Are,41,72626,0,0.16,0.145,11,-20.495,0,0.0359,0.941,0.0919,0.103,0.0946,173.443,1,disney
Eclosion,35,534826,0,0.452,0.553,0,-9.464,0,0.0311,0.00118,0.767,0.0861,0.111,142.589,4,black-metal
Hello It's Me,55,264093,0,0.578,0.848,5,-6.842,1,0.0261,0.0563,0.00426,0.0963,0.779,87.246,4,power-pop
Oasis,44,211764,0,0.696,0.82,7,-5.551,1,0.039,0.0262,1.39e-05,0.124,0.433,102.021,4,deep-house
Law & Order (Jersey Club),19,62093,0,0.798,0.712,0,-9.258,1,0.358,0.0869,0.852,0.233,0.239,77.457,4,club
Our Last Summer,61,259733,0,0.504,0.528,2,-7.889,1,0.0244,0.72,6.28e-05,0.432,0.414,98.341,4,swedish
Eskalation,39,151906,0,0.683,0.886,10,-6.291,1,0.0455,0.00689,7.21e-05,0.0802,0.968,150.021,4,party
Dawn,49,196363,0,0.467,0.756,3,-6.137,0,0.053,0.131,1.18e-05,0.204,0.0948,132.008,4,dub
Diga pra Mim - Ao Vivo,41,287240,0,0.658,0.648,6,-7.189,1,0.105,0.102,0.000268,0.236,0.705,177.917,4,forro
N.N.,19,151277,0,0.547,0.337,0,-13.559,0,0.0488,0.651,0.00221,0.245,0.683,122.188,4,tango
Silver Screen Shower Scene - Static Revenger Remix,9,384692,0,0.772,0.76,9,-7.467,1,0.113,0.000167,0.864,0.0802,0.719,125.055,4,chicago-house
396 Hz Destruye Bloqueos Inconscientes,25,236968,0,0.166,0.00892,5,-32.364,0,0.0514,0.988,0.955,0.0918,0.0929,130.205,4,world-music
I Used To Care,53,216116,0,0.701,0.555,9,-8.004,1,0.0321,0.387,0.0,0.1,0.486,129.996,4,sad
上弦月,18,225266,0,0.68,0.312,5,-10.804,1,0.0294,0.816,0.0,0.082,0.298,111.219,4,cantopop
Die a King,69,169061,1,0.632,0.946,0,-2.784,0,0.277,0.192,0.0,0.495,0.324,125.061,3,sad
Rid You of Your Flesh,23,220200,0,0.209,0.989,0,-4.644,1,0.125,1.87e-06,0.348,0.177,0.113,104.536,4,black-metal
Naquela Mesa,37,210800,0,0.725,0.554,5,-10.829,1,0.0628,0.713,2.54e-05,0.142,0.739,141.146,4,samba
Junile Nilamazhayil,21,288573,0,0.37,0.745,11,-6.199,0,0.0893,0.148,0.00126,0.0708,0.302,179.892,4,malay
Ekhon Onek Raat,48,225976,0,0.727,0.564,9,-9.797,1,0.0567,0.707,0.0,0.104,0.616,97.008,4,k-pop
チェリーボンボン,50,218466,0,0.691,0.954,1,-1.755,1,0.0341,0.223,0.004,0.138,0.808,130.037,4,j-idol
South of Lapland,60,196000,0,0.14,0.0515,2,-28.531,1,0.0433,0.961,0.68,0.112,0.0327,141.935,4,sleep
Definitívamente,27,283400,0,0.721,0.639,7,-7.193,1,0.0536,0.378,0.0,0.0452,0.698,86.084,4,salsa
What You Wanted,38,241106,0,0.553,0.843,0,-7.424,1,0.0404,0.00255,0.184,0.108,0.219,119.988,4,piano
Lu,48,235280,0,0.862,0.463,8,-6.382,0,0.08,0.214,0.0,0.0529,0.301,125.076,4,mandopop
I've Got A Feeling - Remastered 2009,57,217560,0,0.44,0.609,2,-8.824,1,0.0358,0.0715,0.0,0.582,0.364,165.156,4,british
Bored,85,180933,0,0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,4,electro
The Foundations of Decay,70,360760,0,0.363,0.67,1,-6.652,0,0.0552,0.000582,0.548,0.317,0.198,150.15,4,emo
"Red Light Green Light - For Club Play Only, Pt. 6",64,211208,0,0.811,0.825,2,-5.48,1,0.0654,0.000646,0.517,0.0689,0.95,124.005,4,techno
As Portas Vão se Abrir,38,252212,0,0.553,0.505,5,-6.284,1,0.035,0.422,5.57e-06,0.144,0.212,142.766,4,gospel
Tudo Fica Blue - Ao Vivo,38,98949,0,0.3,0.569,9,-6.943,1,0.0366,0.7,1.33e-05,0.259,0.563,172.945,4,samba
This I Believe (The Creed),63,401759,0,0.427,0.612,0,-6.812,1,0.0309,0.0105,0.0,0.574,0.154,142.053,4,world-music
Venid Adoremos (Adeste Fideles),21,213594,0,0.169,0.514,6,-7.023,1,0.0369,0.892,0.00047,0.144,0.342,90.835,4,opera
Aradhana - Original Mix,30,415497,0,0.541,0.946,4,-4.97,0,0.0449,0.000155,0.786,0.381,0.149,145.004,4,trance
unlasting,59,296813,0,0.637,0.447,7,-5.893,0,0.0302,0.53,0.0,0.0977,0.343,113.256,4,anime
Sleep,42,145555,1,0.797,0.829,1,-3.771,1,0.0332,0.0333,0.651,0.0849,0.395,107.97,4,club
¿y Si Mejor Nos Vamos?,32,174333,0,0.661,0.677,11,-6.119,1,0.0528,0.59,0.000946,0.0931,0.938,103.966,4,ska
Desi Kalakaar,69,253352,0,0.751,0.67,0,-4.587,1,0.267,0.0796,0.00018,0.0908,0.766,156.062,4,hip-hop
What's This Life For,56,248226,0,0.393,0.78,7,-4.771,1,0.0317,0.00966,1.37e-05,0.105,0.204,141.772,4,grunge
Aqua Jujidsu,8,178432,0,0.643,0.91,2,-13.339,1,0.0708,0.00291,0.888,0.595,0.596,153.484,4,detroit-techno
Hallo Vriendjes (Hardstyle),29,118000,0,0.513,0.945,2,-2.56,1,0.0343,0.00286,0.048,0.282,0.686,150.067,4,hardstyle
Rock On Bro,41,247775,0,0.608,0.762,9,-4.036,0,0.062,0.0629,0.00148,0.0986,0.621,164.055,4,folk
Between Walls of Glass,16,523351,0,0.248,0.534,6,-8.27,1,0.0523,0.0438,0.633,0.119,0.0357,113.97,4,black-metal
Lyra - Broken Minds Remix,58,155076,0,0.299,0.982,9,-2.197,0,0.135,0.000352,0.293,0.118,0.0398,195.14,4,techno
Untrust Us,60,186373,0,0.609,0.807,11,-5.405,0,0.0283,0.0376,0.204,0.13,0.203,125.906,4,hardcore
"Paint It, Black",80,202266,0,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,4,british
Um Sonho Bom - Ao Vivo,46,209346,0,0.595,0.722,9,-8.049,1,0.0427,0.763,0.0,0.524,0.451,148.089,4,pagode
Dean's Dream,43,107866,0,0.404,0.921,6,-5.758,0,0.0415,0.00809,4.45e-06,0.16,0.849,110.589,4,hard-rock
I Follow Rivers (Deep Sea Baby),53,187500,0,0.513,0.839,10,-3.763,0,0.0672,0.00588,0.0,0.115,0.611,160.021,4,happy
Te Quedó Grande la Yegua,35,231453,0,0.452,0.368,1,-5.736,1,0.036,0.51,0.0,0.117,0.553,147.415,4,spanish
Facing the Sun,55,313084,0,0.678,0.552,6,-12.34,1,0.0848,0.0061,0.000773,0.0977,0.421,103.994,4,techno
Française des jeux,31,203826,0,0.716,0.802,9,-4.325,0,0.142,0.474,0.0,0.25,0.738,152.072,4,french
Warmness On The Soul,55,259800,0,0.614,0.636,7,-5.634,1,0.0287,0.38,0.00459,0.1,0.308,117.966,4,metal
Hero,64,171840,0,0.713,0.772,2,-5.032,1,0.0313,0.157,0.0,0.153,0.523,125.001,4,progressive-house
Negative Creep,58,175744,0,0.37,0.947,2,-7.213,1,0.0901,7.97e-06,0.000175,0.0762,0.418,81.744,4,grunge
Terrormusic - Original Mix,21,288000,0,0.55,0.998,7,-0.46,1,0.0596,0.000299,0.67,0.194,0.263,119.985,4,happy
"Knugen, Silvia och jag",38,234280,1,0.783,0.471,9,-8.005,1,0.0294,0.837,6.95e-05,0.0378,0.885,92.266,4,swedish
Itsy Bitsy Spider,37,137428,0,0.805,0.33,2,-11.354,1,0.0425,0.598,0.0,0.333,0.743,112.091,4,children
milan,34,104242,0,0.407,0.307,4,-11.93,1,0.163,0.783,0.000432,0.0747,0.286,174.51,4,cantopop
Tu parles trop,24,195626,0,0.7,0.496,0,-8.64,1,0.0494,0.31,0.0,0.204,0.459,100.058,4,synth-pop
Tauschen gegen dich,37,196346,0,0.608,0.437,5,-6.092,1,0.025,0.725,0.0,0.166,0.195,94.664,4,german
Laung Gawacha,52,213913,0,0.573,0.9,0,-4.855,0,0.0368,0.00498,0.00932,0.0952,0.415,91.988,4,indie
She Thinks I Still Care,15,153333,0,0.556,0.357,11,-9.803,1,0.029,0.644,0.0,0.119,0.63,115.015,4,honky-tonk
Agomonir Gaan,43,346280,0,0.41,0.48,2,-9.692,1,0.0316,0.534,6.39e-05,0.101,0.332,167.733,4,indie-pop
Days of the Week,29,155253,0,0.569,0.879,2,-4.694,1,0.0452,5.54e-05,1.81e-05,0.13,0.794,115.615,3,grunge
Weh Di Time,20,239693,0,0.823,0.782,9,-4.546,0,0.198,0.391,0.0,0.138,0.939,109.892,4,j-dance
We Are Thoughts,39,371664,0,0.652,0.927,7,-7.339,1,0.0428,0.00998,0.743,0.11,0.453,137.996,4,trance
O Trem das Sete,44,213653,0,0.66,0.8,2,-5.87,1,0.0538,0.65,0.0,0.147,0.807,132.041,4,sertanejo
Me and You,65,224813,0,0.613,0.614,1,-7.235,1,0.0439,0.0143,0.0,0.094,0.198,93.984,4,sad
Acorazado Belgrano,24,298880,0,0.446,0.885,8,-4.016,1,0.0444,0.000316,1.09e-05,0.0479,0.421,99.95,4,heavy-metal
dating myself,52,144000,0,0.849,0.499,6,-3.961,1,0.0945,0.607,0.00135,0.154,0.729,77.468,4,indie-pop
季節が君だけを変える,31,280160,0,0.516,0.861,9,-4.944,1,0.0359,0.0478,0.0,0.308,0.517,189.457,4,rockabilly
Petit Matin,43,448040,0,0.816,0.562,11,-8.977,0,0.0424,0.148,0.899,0.0907,0.158,123.999,4,minimal-techno
Will You Hear Me,22,804693,0,0.188,0.308,2,-17.273,0,0.0545,0.982,0.854,0.144,0.104,77.809,4,new-age
Baa Baa Black Sheep,24,137566,0,0.875,0.952,7,-5.229,1,0.0649,0.00382,1.99e-06,0.0372,0.946,120.026,4,children
Khan e Dovom,1,373250,0,0.203,0.882,3,-7.97,0,0.093,1.73e-05,0.892,0.11,0.107,119.978,4,iranian
